Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
1,65,Yes,6,7,38,82,Graduate
2,97,No,9,5,78,98,Graduate
1,78,No,9,9,54,73,Graduate
9,59,No,8,6,59,66,Graduate
9,57,No,8,9,55,52,Graduate
7,89,No,7,9,84,75,Graduate
3,54,Yes,4,4,32,66,Graduate
5,91,No,4,5,75,48,Graduate
4,61,Yes,4,0,40,44,Graduate
7,90,Yes,7,2,85,90,Graduate
9,61,Yes,4,7,56,61,Graduate
2,92,No,8,2,67,70,Graduate
8,60,Yes,5,0,56,42,Graduate
9,41,Yes,5,2,38,69,Graduate
9,79,Yes,5,3,79,60,Graduate
7,92,No,4,7,81,74,Graduate
9,82,No,5,8,80,45,Graduate
9,57,No,9,3,57,67,Graduate
3,62,No,4,6,38,71,Graduate
4,52,Yes,9,0,36,81,Dropout
2,80,No,8,8,58,76,Dropout
3,48,Yes,9,3,28,64,Dropout
5,88,No,8,8,74,71,Graduate
5,46,Yes,7,2,32,74,Dropout
6,80,No,7,4,68,61,Dropout
7,93,No,9,0,83,63,Graduate
7,40,No,6,2,33,78,Graduate
1,41,No,8,4,15,93,Dropout
2,43,Yes,4,5,16,69,Dropout
9,53,No,6,7,48,89,Graduate
2,71,No,8,0,45,71,Graduate
6,75,No,4,2,60,70,Graduate
1,41,Yes,8,0,16,62,Graduate
3,79,No,8,4,61,79,Graduate
2,89,No,4,7,67,72,Graduate
3,90,Yes,8,3,70,64,Graduate
5,53,Yes,8,8,40,75,Graduate
6,59,Yes,8,5,49,63,Graduate
9,64,No,7,5,63,70,Dropout
4,81,Yes,5,4,63,97,Graduate
7,88,No,8,9,82,78,Dropout
6,47,Yes,4,4,33,85,Dropout
2,67,No,9,6,41,52,Graduate
8,85,Yes,8,7,83,49,Graduate
7,60,Yes,7,6,53,62,Graduate
7,62,Yes,7,0,53,57,Graduate
8,71,No,9,0,66,71,Graduate
1,47,Yes,8,9,25,72,Graduate
1,70,No,6,5,44,75,Graduate
8,76,Yes,9,2,66,67,Dropout
4,55,Yes,5,8,34,55,Graduate
5,79,Yes,4,6,67,55,Graduate
8,81,No,4,1,74,57,Dropout
5,66,No,4,2,52,47,Graduate
4,79,No,4,7,64,81,Graduate
6,80,Yes,7,0,71,55,Graduate
5,57,No,5,4,39,94,Dropout
7,74,No,8,9,66,95,Dropout
7,88,Yes,8,0,78,50,Graduate
4,91,Yes,6,8,75,45,Dropout
5,54,No,8,6,37,40,Dropout
3,92,No,5,4,71,51,Graduate
4,66,Yes,8,5,47,96,Graduate
4,56,No,7,2,37,77,Graduate
3,79,Yes,9,2,63,67,Dropout
5,41,Yes,8,6,26,84,Dropout
5,88,No,4,6,71,97,Dropout
7,89,No,4,6,80,56,Graduate
4,70,Yes,9,1,54,40,Graduate
4,76,No,4,1,57,71,Graduate
9,80,Yes,4,4,75,47,Graduate
6,80,No,7,3,67,93,Graduate
4,73,Yes,7,6,57,79,Graduate
2,73,No,7,2,52,95,Graduate
6,90,No,8,4,78,82,Dropout
2,94,Yes,9,1,72,85,Graduate
5,98,No,4,0,78,63,Dropout
6,42,Yes,6,8,30,49,Dropout
4,56,No,9,3,40,86,Graduate
3,53,No,6,7,35,78,Graduate
7,53,No,4,6,41,78,Graduate
2,85,No,5,0,61,49,Graduate
6,77,Yes,9,9,69,75,Graduate
4,74,Yes,8,6,55,64,Dropout
6,40,No,6,1,24,99,Dropout
4,87,Yes,9,2,72,89,Graduate
4,68,Yes,9,0,52,98,Dropout
4,43,No,7,6,26,96,Graduate
9,72,Yes,5,2,66,49,Dropout
7,56,Yes,7,5,45,58,Graduate
3,67,No,5,6,47,85,Dropout
3,89,No,5,2,68,84,Dropout
6,65,No,8,1,49,54,Dropout
6,47,No,9,8,37,55,Graduate
4,73,Yes,7,8,61,41,Graduate
9,98,No,7,6,97,68,Graduate
4,57,Yes,6,4,38,43,Graduate
9,70,Yes,9,3,69,92,Graduate
4,98,No,4,3,79,89,Dropout
2,66,Yes,4,0,45,68,Graduate
2,55,Yes,6,3,29,70,Graduate
5,97,Yes,5,6,86,56,Graduate
4,49,No,6,4,29,49,Graduate
7,79,Yes,6,8,72,66,Graduate
5,51,No,7,3,37,92,Dropout
6,61,No,6,2,51,80,Graduate
4,55,Yes,5,5,39,54,Dropout
2,51,Yes,4,3,24,99,Graduate
9,50,No,8,1,47,83,Graduate
7,59,No,9,4,52,70,Dropout
4,90,No,6,3,75,60,Graduate
3,40,No,9,4,18,99,Graduate
3,66,No,6,8,44,98,Graduate
9,42,Yes,9,3,37,97,Graduate
5,51,No,7,5,37,80,Dropout
3,69,Yes,7,3,50,85,Graduate
5,48,No,9,0,34,84,Graduate
2,92,Yes,6,1,68,99,Dropout
4,93,No,6,5,76,65,Graduate
2,76,Yes,5,7,53,77,Dropout
2,40,Yes,4,8,16,90,Graduate
8,81,No,4,3,70,75,Graduate
1,88,Yes,8,5,62,91,Graduate
7,43,No,4,2,33,56,Graduate
5,54,No,8,8,40,90,Graduate
8,90,Yes,7,7,85,42,Graduate
1,66,Yes,8,0,43,53,Graduate
7,47,No,8,1,40,88,Graduate
5,99,No,4,9,83,52,Graduate
4,99,No,6,8,86,80,Graduate
7,62,Yes,7,9,54,66,Dropout
2,54,Yes,5,2,32,40,Dropout
1,66,No,8,2,40,96,Graduate
1,70,Yes,8,9,45,56,Graduate
1,78,Yes,9,8,56,87,Graduate
5,86,Yes,8,2,71,89,Graduate
7,47,No,6,9,38,73,Graduate
2,69,No,5,4,45,53,Graduate
8,97,Yes,9,5,93,93,Dropout
4,94,Yes,4,2,73,94,Dropout
3,81,No,7,9,63,98,Graduate
8,57,Yes,6,7,54,56,Graduate
2,43,No,5,1,18,42,Graduate
3,86,No,7,5,65,73,Graduate
3,82,No,4,1,64,79,Dropout
1,61,No,7,8,35,64,Graduate
6,42,No,9,5,31,41,Graduate
2,54,No,8,8,26,73,Dropout
1,74,No,8,3,46,65,Graduate
2,86,Yes,6,2,65,70,Graduate
6,77,No,7,1,72,48,Graduate
4,72,Yes,8,7,59,69,Graduate
6,53,Yes,6,3,39,59,Graduate
9,87,Yes,6,1,85,60,Dropout
8,40,No,9,8,35,68,Graduate
1,92,Yes,6,7,67,98,Graduate
8,88,No,4,4,78,64,Graduate
9,65,No,8,7,64,77,Graduate
6,47,Yes,8,4,34,97,Dropout
5,89,Yes,5,6,70,83,Graduate
6,55,Yes,4,4,42,64,Graduate
6,77,Yes,8,4,61,48,Dropout
9,49,No,9,3,45,78,Dropout
4,81,Yes,8,4,66,83,Dropout
2,76,Yes,5,6,56,65,Graduate
9,65,Yes,7,2,63,96,Graduate
2,67,Yes,7,3,44,76,Dropout
9,51,Yes,4,7,46,55,Dropout
2,59,No,6,5,34,76,Dropout
8,88,No,5,7,85,51,Dropout
9,53,No,5,1,46,63,Graduate
9,85,Yes,8,8,84,65,Graduate
9,74,Yes,9,6,74,59,Dropout
2,68,No,8,4,41,48,Graduate
4,51,No,9,6,30,62,Graduate
7,91,No,5,1,82,78,Graduate
2,57,No,6,3,30,68,Dropout
1,83,Yes,7,6,59,70,Dropout
3,41,Yes,4,1,17,58,Graduate
4,41,Yes,9,7,26,59,Dropout
8,98,No,7,9,94,62,Graduate
6,56,No,4,9,46,82,Dropout
2,49,No,6,4,26,66,Graduate
9,57,Yes,5,4,54,69,Graduate
2,61,Yes,6,7,42,60,Graduate
5,58,No,9,0,42,83,Graduate
4,97,Yes,5,5,80,74,Graduate
7,92,No,8,1,85,88,Graduate
8,40,No,4,0,26,46,Graduate
5,63,No,8,6,52,61,Graduate
5,75,Yes,5,3,60,49,Graduate
2,64,No,4,0,40,62,Graduate
8,75,No,4,9,68,54,Graduate
2,70,Yes,8,5,49,69,Dropout
6,70,No,4,9,59,73,Graduate
8,41,No,5,5,32,52,Graduate
6,58,Yes,9,2,47,99,Graduate
4,92,No,9,5,77,43,Dropout
4,51,No,5,9,36,57,Graduate
6,49,No,8,8,38,95,Graduate
4,70,Yes,6,5,50,62,Graduate
8,84,No,5,0,77,72,Dropout
9,61,No,9,9,59,73,Dropout
1,62,No,5,5,37,73,Dropout
4,91,Yes,4,7,72,75,Graduate
4,62,Yes,4,6,41,74,Graduate
2,54,Yes,5,7,34,56,Dropout
6,65,No,8,7,54,67,Graduate
3,42,Yes,6,8,21,53,Graduate
7,62,No,4,2,50,73,Graduate
5,59,Yes,9,6,49,87,Graduate
4,84,Yes,4,5,71,50,Graduate
5,79,Yes,9,1,64,96,Dropout
8,96,Yes,6,4,90,52,Graduate
3,78,No,4,2,57,72,Graduate
7,95,Yes,8,4,84,96,Dropout
6,47,No,9,8,36,94,Graduate
1,57,No,4,7,34,41,Graduate
7,80,No,4,8,70,73,Dropout
7,45,Yes,5,8,39,92,Graduate
1,66,Yes,8,7,42,68,Graduate
9,75,No,8,7,69,76,Graduate
6,54,Yes,5,5,44,43,Dropout
2,76,No,9,5,54,51,Dropout
5,97,Yes,7,5,87,65,Graduate
4,44,Yes,6,9,28,97,Graduate
7,78,No,8,5,70,67,Graduate
8,48,Yes,7,8,44,42,Dropout
1,46,No,9,9,23,59,Graduate
5,80,No,6,0,61,49,Graduate
3,59,Yes,8,9,43,91,Graduate
1,49,Yes,4,5,22,57,Dropout
3,65,Yes,8,7,47,92,Graduate
6,43,No,6,0,31,92,Graduate
7,77,Yes,7,5,71,92,Graduate
8,63,Yes,4,8,59,66,Dropout
4,53,Yes,6,5,37,70,Graduate
3,80,Yes,9,1,58,66,Graduate
5,40,No,6,0,24,81,Graduate
9,56,Yes,8,3,52,40,Dropout
6,84,No,9,5,74,45,Graduate
9,63,Yes,5,9,60,50,Graduate
6,66,Yes,5,9,59,73,Graduate
2,46,Yes,4,8,20,78,Dropout
5,48,No,6,4,33,59,Graduate
9,82,No,7,6,80,92,Dropout
8,74,Yes,4,5,67,60,Dropout
7,97,No,9,5,90,60,Graduate
1,51,No,4,8,29,57,Graduate
4,60,Yes,8,4,44,60,Graduate
7,42,Yes,9,1,37,58,Graduate
7,54,Yes,7,7,45,43,Graduate
6,60,Yes,6,2,50,52,Graduate
8,49,Yes,9,8,44,57,Graduate
6,72,Yes,6,4,59,91,Graduate
3,85,No,6,0,60,68,Dropout
4,98,Yes,4,3,78,64,Graduate
3,91,Yes,8,8,73,95,Graduate
1,45,Yes,4,0,20,52,Graduate
5,41,Yes,5,7,26,66,Graduate
1,68,No,5,7,42,99,Dropout
1,94,No,6,8,71,58,Dropout
2,79,No,8,8,57,88,Graduate
4,72,Yes,9,5,55,40,Graduate
6,43,Yes,6,4,29,77,Graduate
8,98,No,9,6,96,58,Graduate
3,43,No,6,8,23,91,Graduate
1,68,Yes,4,4,42,40,Graduate
3,76,Yes,6,2,54,79,Graduate
3,99,Yes,6,8,83,56,Graduate
5,99,Yes,8,9,91,60,Graduate
4,59,Yes,8,0,42,61,Graduate
4,80,No,9,0,65,54,Graduate
9,62,Yes,8,9,60,89,Graduate
7,84,No,6,3,77,78,Graduate
4,57,Yes,8,1,41,87,Graduate
3,88,No,8,6,67,78,Graduate
6,64,No,7,1,53,71,Graduate
3,40,No,7,6,21,88,Dropout
6,93,Yes,5,7,82,43,Graduate
9,54,Yes,4,7,52,83,Graduate
6,73,Yes,4,2,60,84,Graduate
4,87,No,8,8,71,71,Graduate
5,59,No,5,9,45,43,Graduate
6,93,Yes,5,9,82,92,Graduate
3,76,No,9,9,57,40,Graduate
8,66,No,7,5,63,72,Graduate
4,61,No,5,3,41,46,Dropout
8,90,No,6,7,84,48,Dropout
3,44,Yes,9,3,24,40,Graduate
7,73,No,8,3,63,55,Graduate
9,78,Yes,6,7,79,57,Dropout
4,42,No,4,3,20,93,Graduate
8,56,No,7,0,50,86,Dropout
3,63,Yes,6,5,43,45,Graduate
7,63,No,8,7,56,41,Dropout
3,42,Yes,6,2,21,48,Graduate
7,84,Yes,6,1,76,43,Graduate
6,46,Yes,5,5,34,84,Dropout
2,64,Yes,7,0,42,62,Graduate
3,95,Yes,4,4,78,93,Graduate
6,42,Yes,8,5,28,82,Graduate
4,54,Yes,9,7,39,84,Graduate
6,68,No,9,6,56,82,Graduate
1,89,Yes,8,5,63,90,Dropout
1,68,No,4,1,38,47,Graduate
3,49,No,8,7,29,78,Graduate
8,71,No,5,7,67,64,Graduate
8,62,Yes,9,4,57,55,Graduate
4,78,Yes,9,2,63,74,Graduate
6,48,No,6,7,38,56,Graduate
8,76,Yes,5,4,68,57,Graduate
7,91,No,9,2,82,99,Graduate
7,79,No,5,8,70,66,Graduate
4,53,No,5,8,32,54,Graduate
9,43,Yes,4,6,43,99,Dropout
6,59,No,9,7,49,56,Graduate
3,67,Yes,7,4,49,82,Graduate
5,53,No,4,4,36,44,Graduate
5,83,Yes,4,4,69,55,Graduate
5,73,No,5,1,57,54,Graduate
8,52,Yes,7,2,47,81,Graduate
9,70,No,4,7,69,85,Graduate
9,72,Yes,7,5,65,73,Graduate
6,91,Yes,9,8,84,87,Graduate
6,78,Yes,5,6,66,58,Dropout
9,67,No,4,5,60,47,Graduate
4,64,No,7,3,44,86,Graduate
6,71,No,8,6,61,49,Graduate
4,48,Yes,4,3,30,44,Graduate
1,67,Yes,4,6,39,91,Graduate
7,97,No,4,4,85,87,Graduate
6,70,No,7,1,58,92,Graduate
9,56,Yes,6,6,53,65,Graduate
7,92,No,9,7,86,61,Dropout
7,62,Yes,4,9,55,83,Graduate
2,52,Yes,8,1,32,62,Dropout
9,94,Yes,8,5,94,52,Graduate
9,49,No,5,3,41,48,Dropout
6,55,Yes,6,4,43,88,Graduate
3,45,No,6,0,25,59,Graduate
1,87,Yes,7,5,64,67,Dropout
4,50,No,5,7,37,83,Graduate
3,97,No,7,1,79,96,Dropout
1,91,Yes,5,0,62,76,Graduate
3,42,Yes,9,8,21,63,Dropout
4,67,Yes,6,1,49,83,Graduate
8,80,Yes,9,7,77,72,Graduate
9,54,No,7,4,50,59,Graduate
3,99,No,5,1,79,99,Graduate
6,52,No,6,4,35,87,Graduate
5,81,No,6,8,66,69,Graduate
6,91,No,4,5,74,83,Graduate
4,95,Yes,7,2,77,48,Dropout
6,84,Yes,4,7,72,84,Graduate
7,56,No,6,0,48,88,Graduate
9,46,Yes,7,8,42,56,Graduate
7,67,Yes,7,8,59,75,Graduate
6,77,Yes,9,3,66,53,Dropout
1,52,Yes,8,7,27,58,Graduate
2,99,Yes,5,2,75,46,Dropout
1,56,Yes,8,5,31,98,Graduate
9,54,No,8,9,51,42,Graduate
9,75,Yes,6,9,74,72,Graduate
7,67,Yes,9,7,63,83,Dropout
2,54,No,5,8,31,71,Graduate
6,85,No,8,7,79,86,Graduate
4,92,No,8,8,77,50,Graduate
1,50,Yes,7,3,26,81,Graduate
1,95,No,6,9,69,41,Graduate
5,70,Yes,8,0,56,65,Graduate
2,43,No,5,6,18,43,Graduate
4,74,Yes,4,9,55,56,Graduate
1,73,Yes,4,3,45,56,Graduate
4,91,No,6,0,74,67,Graduate
6,66,Yes,4,2,56,69,Graduate
4,49,Yes,7,6,34,79,Dropout
1,69,Yes,7,2,44,62,Dropout
7,84,Yes,5,0,73,85,Graduate
2,59,No,9,6,38,63,Graduate
9,68,No,6,7,64,68,Graduate
3,97,No,6,4,75,43,Graduate
8,92,Yes,4,5,84,77,Dropout
8,68,No,8,2,62,68,Dropout
3,62,No,8,4,41,58,Graduate
4,96,Yes,9,2,81,66,Graduate
2,89,No,8,1,66,68,Graduate
4,60,No,9,6,45,95,Graduate
9,87,No,5,9,84,75,Graduate
2,82,Yes,6,6,60,74,Graduate
3,49,No,4,7,26,91,Graduate
4,80,No,5,0,64,45,Graduate
5,51,No,7,1,32,98,Graduate
1,69,Yes,7,1,48,62,Dropout
7,90,Yes,7,2,83,78,Graduate
7,72,No,9,6,62,85,Graduate
9,57,No,9,6,55,83,Graduate
4,53,No,6,6,36,87,Graduate
6,61,Yes,7,0,52,91,Graduate
2,60,Yes,9,1,35,47,Graduate
4,40,No,9,7,21,94,Graduate
2,88,No,8,8,67,41,Dropout
5,82,Yes,9,9,71,52,Graduate
7,91,Yes,7,6,87,79,Dropout
1,99,No,5,0,70,96,Graduate
7,54,Yes,7,3,43,60,Graduate
6,75,No,8,9,69,70,Dropout
6,86,No,7,7,75,91,Graduate
8,93,Yes,4,4,85,87,Graduate
8,61,No,8,0,56,81,Graduate
6,71,No,6,6,55,49,Graduate
3,97,No,7,5,78,49,Graduate
5,85,No,9,8,71,91,Dropout
2,93,No,5,3,68,68,Graduate
5,72,No,7,3,60,55,Graduate
9,97,No,5,7,95,40,Graduate
1,80,Yes,4,3,51,56,Graduate
5,98,Yes,6,2,84,69,Dropout
6,78,No,9,6,68,65,Graduate
7,62,Yes,8,4,54,92,Graduate
9,82,No,8,8,79,85,Graduate
6,94,No,6,4,83,58,Graduate
5,41,Yes,4,8,28,92,Dropout
7,41,No,4,5,31,60,Graduate
1,77,No,7,5,50,56,Graduate
5,94,Yes,4,5,79,85,Graduate
2,90,Yes,7,6,64,79,Graduate
4,68,Yes,5,3,53,60,Graduate
7,91,Yes,6,3,81,92,Graduate
5,85,Yes,5,8,70,80,Graduate
6,99,Yes,5,6,85,79,Graduate
2,42,No,5,9,20,84,Dropout
3,78,Yes,5,5,60,88,Graduate
7,46,Yes,8,0,36,58,Graduate
2,75,No,4,6,49,99,Graduate
6,68,No,6,5,56,46,Graduate
5,94,Yes,6,3,79,56,Graduate
1,76,No,9,7,53,40,Graduate
4,88,No,5,6,70,76,Graduate
2,97,No,6,7,74,96,Graduate
4,75,No,7,8,60,45,Dropout
1,62,No,6,0,32,65,Dropout
2,84,No,5,2,59,41,Graduate
8,55,No,6,1,48,98,Graduate
6,87,Yes,4,2,74,71,Graduate
2,70,No,5,1,46,96,Graduate
6,73,Yes,8,5,63,87,Graduate
9,89,No,4,8,87,93,Graduate
7,40,No,6,1,29,44,Graduate
9,57,Yes,8,3,51,76,Dropout
5,97,No,9,4,81,70,Graduate
7,79,No,4,4,70,51,Graduate
7,82,Yes,9,0,75,74,Graduate
3,95,No,7,5,75,69,Graduate
7,95,No,4,4,85,87,Graduate
1,54,Yes,8,5,28,45,Graduate
9,87,Yes,9,3,84,54,Dropout
6,88,No,7,5,76,54,Graduate
5,56,Yes,9,8,43,55,Dropout
7,83,No,6,0,73,59,Graduate
5,49,No,5,5,33,52,Dropout
5,59,Yes,9,0,45,83,Dropout
7,45,Yes,6,6,38,81,Graduate
7,47,Yes,5,3,39,85,Graduate
3,84,Yes,5,5,67,70,Graduate
3,73,No,8,6,53,73,Graduate
3,71,Yes,7,4,50,68,Dropout
6,90,Yes,7,8,80,42,Graduate
6,93,No,4,7,80,48,Graduate
3,81,No,6,2,60,50,Graduate
3,43,No,8,0,23,50,Dropout
8,83,No,9,9,80,64,Dropout
8,89,No,6,7,83,61,Graduate
7,78,No,9,3,72,81,Graduate
4,59,No,9,6,46,97,Graduate
4,63,No,9,3,45,85,Graduate
3,63,No,4,6,42,48,Graduate
5,94,Yes,4,0,78,59,Graduate
3,65,Yes,8,0,43,98,Graduate
8,64,No,4,1,55,60,Dropout
7,75,Yes,8,4,67,49,Dropout
3,46,No,4,9,28,61,Graduate
9,49,No,7,5,48,68,Graduate
5,97,No,8,1,81,48,Graduate
9,86,No,7,0,84,44,Graduate
7,51,Yes,7,8,41,79,Graduate
7,40,Yes,8,6,31,50,Graduate
6,91,No,6,7,83,40,Dropout
2,89,Yes,5,5,70,92,Graduate
9,64,Yes,4,8,57,81,Graduate
6,55,No,9,7,45,40,Graduate
8,44,No,4,3,37,97,Graduate
1,58,Yes,9,4,33,93,Dropout
5,43,Yes,6,1,28,78,Dropout
1,45,No,5,0,16,99,Graduate
8,65,No,6,5,60,85,Dropout
8,88,Yes,5,2,81,44,Graduate
1,78,No,8,3,54,88,Dropout
9,95,No,8,0,94,61,Dropout
2,94,No,9,5,74,65,Dropout
9,78,Yes,7,7,76,92,Graduate
1,48,Yes,7,9,19,45,Dropout
9,84,No,9,3,83,71,Dropout
4,91,Yes,8,9,73,87,Dropout
9,53,No,9,7,52,50,Graduate
7,87,Yes,7,9,81,49,Graduate
6,94,Yes,9,2,84,86,Graduate
5,48,Yes,8,6,35,78,Graduate
9,54,No,6,2,53,94,Dropout
2,76,No,4,5,55,73,Dropout
2,89,No,8,3,66,70,Graduate
9,92,Yes,9,5,87,51,Graduate
3,59,No,8,6,43,90,Dropout
8,47,No,8,7,39,83,Dropout
9,71,No,7,5,68,55,Graduate
8,86,No,9,3,81,77,Dropout
4,60,Yes,7,8,45,42,Graduate
1,96,No,9,6,75,41,Dropout
4,80,No,7,8,64,91,Graduate
9,58,Yes,7,2,54,44,Graduate
2,68,No,6,4,45,50,Dropout
3,97,Yes,8,0,75,97,Graduate
8,70,Yes,6,7,64,64,Graduate
6,93,Yes,7,0,81,74,Dropout
8,45,No,6,0,39,74,Graduate
7,43,Yes,8,6,38,61,Graduate
5,82,Yes,8,7,72,76,Graduate
9,68,Yes,7,2,67,61,Graduate
4,81,No,8,1,66,94,Graduate
6,42,Yes,6,6,32,50,Graduate
2,40,Yes,5,9,17,71,Graduate
2,83,Yes,8,4,59,74,Graduate
2,94,No,6,0,70,70,Graduate
7,54,Yes,6,1,41,84,Graduate
2,86,Yes,6,2,62,92,Dropout
2,60,No,8,5,38,47,Dropout
9,85,No,5,0,81,59,Dropout
7,97,No,7,7,88,81,Dropout
3,70,Yes,7,1,46,73,Dropout
3,46,Yes,8,4,25,43,Dropout
7,56,Yes,8,7,48,57,Graduate
5,95,Yes,4,4,81,90,Graduate
6,58,No,9,7,49,43,Graduate
8,78,Yes,5,5,72,59,Graduate
9,99,No,6,6,96,97,Graduate
1,42,Yes,9,7,17,48,Graduate
3,69,Yes,6,2,48,55,Dropout
7,74,Yes,9,4,69,65,Graduate
6,97,No,7,9,85,77,Graduate
7,96,No,9,6,85,64,Graduate
8,68,No,8,8,64,43,Dropout
6,89,No,5,5,79,80,Dropout
3,91,Yes,7,9,74,98,Graduate
2,93,Yes,9,0,69,84,Graduate
7,53,Yes,5,7,44,80,Graduate
1,74,Yes,8,5,50,77,Dropout
3,67,Yes,6,0,48,92,Dropout
4,97,No,4,3,77,58,Graduate
1,69,No,5,5,46,53,Graduate
5,65,Yes,6,9,51,60,Dropout
3,46,Yes,5,0,23,54,Graduate
2,78,Yes,5,9,56,42,Graduate
3,70,Yes,5,4,47,76,Graduate
8,44,No,8,2,42,92,Graduate
6,74,Yes,7,6,64,89,Dropout
7,89,Yes,5,7,80,85,Graduate
6,86,Yes,8,2,73,55,Graduate
6,91,Yes,4,9,80,53,Graduate
3,53,No,7,2,34,48,Graduate
8,75,Yes,8,2,69,86,Graduate
7,66,No,4,5,54,46,Graduate
7,63,No,7,5,56,53,Graduate
6,79,Yes,8,2,66,45,Graduate
5,68,Yes,4,5,53,60,Graduate
8,92,Yes,8,8,89,54,Graduate
5,84,Yes,4,7,70,91,Graduate
9,61,Yes,5,6,59,47,Graduate
9,47,No,5,6,41,73,Graduate
1,54,No,7,7,28,79,Graduate
6,88,No,4,6,75,40,Dropout
7,44,No,5,2,34,71,Dropout
3,91,No,7,7,68,97,Dropout
7,43,Yes,6,7,32,88,Graduate
7,50,Yes,5,0,44,90,Graduate
2,57,No,5,9,35,44,Dropout
7,81,Yes,9,4,74,69,Dropout
1,88,Yes,8,4,64,61,Graduate
5,69,No,6,0,57,59,Graduate
9,54,No,4,5,46,55,Graduate
7,45,No,7,5,36,46,Dropout
7,94,Yes,6,3,85,46,Dropout
2,92,No,4,5,71,89,Graduate
8,55,No,5,5,49,89,Dropout
3,86,Yes,9,0,71,41,Graduate
8,79,Yes,7,4,76,86,Graduate
3,48,No,7,1,26,53,Graduate
7,82,Yes,6,6,74,70,Graduate
2,98,No,8,8,78,89,Graduate
4,73,Yes,4,8,59,80,Graduate
6,66,No,9,8,55,53,Graduate
9,52,Yes,9,6,51,44,Graduate
5,75,Yes,6,6,57,50,Graduate
9,66,Yes,8,0,63,79,Graduate
5,48,No,8,5,37,44,Graduate
8,44,No,8,4,41,68,Graduate
1,90,No,7,7,67,50,Dropout
7,61,Yes,4,7,56,44,Dropout
4,70,Yes,4,3,51,88,Graduate
5,42,Yes,6,0,26,93,Dropout
6,69,No,5,5,56,71,Dropout
5,60,Yes,6,9,48,75,Graduate
1,74,No,4,0,52,54,Graduate
9,45,No,7,4,42,58,Graduate
2,67,No,6,4,41,61,Graduate
9,71,No,5,2,64,73,Graduate
2,81,No,9,4,57,95,Graduate
9,76,Yes,6,5,72,56,Graduate
6,64,Yes,8,4,52,51,Graduate
9,71,Yes,5,0,67,64,Graduate
6,74,Yes,8,6,61,95,Graduate
6,61,Yes,7,2,51,56,Graduate
2,63,Yes,4,6,42,49,Graduate
8,78,No,6,4,71,67,Graduate
3,93,Yes,6,2,74,96,Dropout
7,69,No,8,5,62,57,Dropout
5,89,No,8,0,76,90,Graduate
3,71,No,4,5,50,57,Graduate
1,70,No,6,3,42,84,Graduate
8,62,No,4,3,55,71,Dropout
3,79,Yes,8,4,60,53,Graduate
2,72,Yes,9,8,52,95,Graduate
1,64,Yes,8,0,36,55,Graduate
4,75,No,5,2,53,89,Graduate
8,63,Yes,8,3,54,97,Graduate
3,70,Yes,8,1,47,57,Graduate
1,97,No,9,8,70,55,Graduate
4,78,No,4,6,62,56,Graduate
9,85,Yes,5,0,82,46,Graduate
1,52,No,5,8,26,51,Graduate
2,49,No,6,5,25,73,Graduate
9,62,No,9,1,55,49,Graduate
2,57,Yes,7,0,34,44,Graduate
3,71,No,6,5,51,60,Graduate
7,72,No,6,6,63,42,Dropout
3,75,No,6,9,54,58,Graduate
9,67,No,5,5,62,84,Graduate
6,55,No,4,6,43,83,Graduate
3,55,Yes,8,5,34,74,Graduate
9,57,Yes,5,7,56,45,Graduate
1,47,No,8,1,24,53,Graduate
3,81,No,8,8,65,43,Dropout
1,55,Yes,7,8,31,84,Graduate
2,94,Yes,6,8,72,90,Dropout
8,95,No,7,6,90,57,Graduate
7,50,No,6,8,43,68,Graduate
2,45,Yes,5,0,23,74,Dropout
2,40,No,8,2,18,91,Graduate
9,51,No,7,1,44,77,Graduate
6,96,Yes,9,0,84,55,Graduate
5,77,Yes,5,4,62,59,Dropout
6,67,Yes,5,0,56,63,Graduate
9,84,Yes,9,2,87,74,Graduate
7,97,No,6,5,89,83,Dropout
9,56,No,8,5,55,90,Graduate
4,40,No,6,2,18,58,Graduate
2,71,No,6,3,46,95,Graduate
8,47,Yes,5,6,42,43,Dropout
4,93,Yes,6,5,72,72,Dropout
9,79,No,4,1,75,41,Graduate
4,95,No,9,8,79,52,Graduate
8,82,No,9,5,78,97,Dropout
9,85,Yes,8,1,81,84,Graduate
9,63,Yes,9,6,63,69,Graduate
4,49,Yes,6,9,35,73,Dropout
1,86,No,6,9,63,69,Dropout
3,78,No,7,3,59,90,Graduate
9,78,No,8,0,76,93,Graduate
4,49,Yes,8,9,33,63,Dropout
5,75,No,9,8,62,87,Graduate
7,64,Yes,6,9,58,83,Dropout
5,99,No,4,7,82,72,Graduate
4,89,No,7,4,73,80,Graduate
2,98,Yes,4,2,75,88,Graduate
2,96,Yes,6,3,71,49,Dropout
4,49,No,8,2,30,57,Graduate
9,58,Yes,8,9,58,58,Dropout
8,85,Yes,4,7,80,46,Dropout
3,84,Yes,5,4,65,96,Dropout
9,54,Yes,6,7,51,58,Graduate
5,55,Yes,8,0,44,63,Dropout
3,41,No,9,8,23,54,Graduate
5,68,No,5,9,56,80,Graduate
4,43,No,8,2,25,81,Graduate
8,92,No,9,0,89,62,Dropout
5,89,Yes,8,2,75,91,Dropout
8,68,No,5,1,60,91,Dropout
9,70,Yes,4,6,64,43,Graduate
